tileid,parenttile_id,resourceinstance_id,Object name,Object image,Object image caption,object short description,Object identification number,sortorder,provisionaledits,nodegroup_id
4a618b58-c527-4a58-9c7d-9588ec9e1051,dede0827-30f5-4cee-b247-da537b77a968,e3074532-e806-11e9-8bc4-0242ac130002,Śikharokūṭopari Padma Caitya,/files/uploadedfiles/LAL0880-006_P_20181130_01.jpg,"<p>Naka Bahī, <em>caitya&nbsp;</em>outside Naka Bahī complex, view from W; photo by Nashib Kafle; 2018-11-26</p>
","<p>This&nbsp;<em>caitya</em>&nbsp;is located at the north-west corner of the&nbsp;<em>bahī</em>. On each side of the&nbsp;<em>caitya</em>&nbsp;are images of four Bodhisattvas. Above these are four images of Buddha. Above these, in turn, there is a&nbsp;<em>nāgabandhana</em>&nbsp;and a&nbsp;<em>saptapadma</em>. This&nbsp;<em>saptapadma&nbsp;</em>is placed so as to represent the&nbsp;<em>sahasradalapadma</em>. Above this are&nbsp;<em>caityagarbha</em>,&nbsp;<em>harmikā</em>&nbsp;and 13&nbsp;<em>bhuvanas</em>.</p>
",LAL0880-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
40b5ecdd-467c-495d-8478-270b21a7d7b1,a9b67427-e66b-48b6-ae01-29bc379b1fa3,e333b4f4-6caf-11ea-b4c2-0242ac130006,Kumāra,/files/uploadedfiles/LAL0840-004_P_20200702_02.JPG,"<p>Gaṇeśa Mandira, Kumāra, view from SE (July 2020)</p>
","<p>This large aniconic stone has been erected inside the sanctum. Locals worship this stone as Kumāra.</p>
",LAL0840-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
7741711b-5189-4fbf-a23e-8c48cf7a4e77,e4588907-fb39-4056-9198-490e6a3e7838,e333b4f4-6caf-11ea-b4c2-0242ac130006,Gaṇeśa,/files/uploadedfiles/LAL0840-003_P_20200702_01.JPG,"<p>Gaṇeśa Mandira, Gaṇeśa, view from SE (July 2020)</p>
","<p>This idol of Gaṇeśa is located inside the sanctum of the temple and&nbsp;looks very new. It was installed by a local man.&nbsp;Gaṇeśa is performing the&nbsp;<em>abhaya</em> gesture with his right hand and holding a sweet ball with his left hand.</p>
",LAL0840-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
6faf40c9-c15d-4ff0-9bd7-e6c242e18df6,2f005e15-83b1-4271-be7d-72be3efd2aa8,e333b4f4-6caf-11ea-b4c2-0242ac130006,Sarasvatī,/files/uploadedfiles/LAL0840-002_P_20200702_02.JPG,"<p>Gaṇeśa Mandira, Sarasvatī, view from SE (July 2020)</p>
","<p>This&nbsp;statue of Sarasvatī has been placed to the west of the Gaṇeśa statue. The deity is shown sitting in a <em>lalita</em> posture and stepping on a duck with her right foot. She is holding a rosary with one of her right hands and a manuscript with one of her left hands; her other hands clasp a&nbsp;<em>vīṇā.</em>&nbsp;Kṛṣṇanārāyaṇa Sāhī established this statue. On the day of Śrīpa&ntilde;camī, locals perform a special worship of the goddess.</p>
",LAL0840-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
0cedd1dc-8a77-49fc-956b-77a92edcc271,625a0992-f80a-41a0-94f5-a6e4d3b2acb5,e333b4f4-6caf-11ea-b4c2-0242ac130006,Gaṇeśa,/files/uploadedfiles/LAL0840-001_P_20200702_01.JPG,"<p>Gaṇeśa Mandira, Gaṇeśa, view from SW (July 2020)</p>
","<p>A statue of Gaṇeśa has been erected in the sanctum of the temple. The statue has four hands,&nbsp;faces south, and&nbsp;is seated&nbsp;upon a mouse.&nbsp;He&nbsp;holds&nbsp;a rosary and a radish in his right hands and&nbsp;an axe and a sweet ball in his left hands. The previous Gaṇeśa statue was badly damaged, and so Kṛṣṇasiṃha Bhāro made this new one in 1787 (NS 907).</p>
",LAL0840-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
dcec0c99-3500-4e32-8eed-8ee039880abf,2142ac92-084c-4c7e-9a36-81ce1d30dab9,e333b4f4-6caf-11ea-b4c2-0242ac130006,Bhairava,/files/uploadedfiles/LAL0840-005_P_20200702_01.JPG,"<p>Gaṇeśa Mandira, Bhairava, view from SW (July 2020)</p>
","<p>This stone is located inside&nbsp;the temple precinct and&nbsp;is worshiped as Bhairava. There is a <em>toraṇa</em> on its side. Some people believe&nbsp;that if someone is bothered by evil spirits, they should worship&nbsp;Bhairava and he will cure them of this. This Bhairava is said to be&nbsp;kept under wraps, as he is very strong.</p>
",LAL0840-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
f3cbc3c8-e135-4872-b897-65321670487d,b24183a7-4a34-4cf1-9aa4-9bf7b22615a9,e36d8152-e695-11e9-b125-0242ac130002,Mahākāla Shrine,/files/uploadedfiles/LAL2380-002_P_20190219_01.jpg,"<p>Nau Bāhāḥ&nbsp;at Uku Bāhāh, Mahāṅkāla,&nbsp;view from W; photo by Yogesh Budathoki; 2019-02-19</p>
","<p>The Mahākāla shrine lies at the left corridor of the entrance. Four-headed Mahākāla is holding a sword and <em>kartanī </em>with his right hands and <em>khaṭvāṅga </em>and <em>kapāla&nbsp;</em>in&nbsp;his left.&nbsp;</p>
",LAL1820-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
8b032238-b010-4734-b63f-924d653b19f9,4f8efbe9-84bd-4f52-8a0a-7d68516c948b,e36d8152-e695-11e9-b125-0242ac130002,Ramyakūṭāgāra Caitya,/files/uploadedfiles/LAL2380-001_P_20190219_01.jpg,"<p>Nau Bāhāḥ&nbsp;at Uku Bāhāḥ, Ramyakūtāgāra Caitya, view from E; photo by Yogesh Budathoki; 2019-02-19</p>
","<p>This Caitya<em>&nbsp;</em>bears&nbsp;similarities to a <em>śikharakūṭa caitya</em><em>. </em>However,&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/KSK58NK7/q/%C5%9A%C4%81kya"" target=""_blank"">Śākya</a>&nbsp;(1994, 101) calls it&nbsp;a Ramyakūṭāgāra Caitya. Images of Lokeśvaras and Dhyānī&nbsp;Buddhas are placed at each of its&nbsp;four faces. The upper part of the Caitya is clad in copper, and a copper parasol has been placed on top of it. This parasol has four <em>nāgas</em>&nbsp;(snakes) in each of&nbsp;its four corners.&nbsp;</p>
",LAL2380-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
8ff17343-1fdd-43ff-a631-4bdcc480bc5d,07ce753a-6650-44aa-9379-1cedb91ab66d,e499ec9a-e66e-11e9-8bc4-0242ac130002,Statue of Sarasvatī,/files/uploadedfiles/LAL4006-002_P_20190226_01.jpg,"<p>Nāmasaṅgīti Phalcā of Pinchẽ, statue of Sarasvatī, view from S; photo by Bijay Basukala; 2019-02-26</p>
","<p>This image&nbsp;of&nbsp;Sarasvatī shows her sitting down and&nbsp;with four hands. One right hand holds a rosary of beads, whilst&nbsp;her&nbsp;left hand holds a book. The remaining two hands hold a&nbsp;<em>vīṇā.</em></p>
",LAL4006-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
77a64843-0277-42a2-8ad1-d3037fb420ac,9430141a-4228-4a03-b5fe-e06e2542c517,e499ec9a-e66e-11e9-8bc4-0242ac130002,Statue of Nāmasaṅgīti,/files/uploadedfiles/LAL4006-001_P_20190226_01.jpg,"<p>Nāmasaṅgīti Phalcā of Pinchẽ, statue of Nāmasaṅgīti, view from S; photo by Bijay Basukala; 2019-02-26</p>
","<p>Nāmasaṅgīti is one of the important manifesta&shy;tions of Ma&ntilde;juśrī, embodying the wisdom of all the Buddhas. He has one head and twelve arms. He is seated in the position of <em>dhyānamudrā</em>. His uppermost arms are above his head and are performing&nbsp;<em>uttarabodhi mudrā</em>&nbsp;(meaning that&nbsp;they are folded to indicate prostration). The two hands level with his breast perform&nbsp;<em>dharmacakra mudrā</em>&nbsp;whilst two of his lower hands are depicted in a gesture of&nbsp;<em>tarpaṇa mudrā</em>&nbsp;(i.e. about to offer water from the alms bowl). Two further hands hold an alms bowl in his lap, whilst the two hands at his shoulder level hold a sword and&nbsp;scripture on a lotus. His last set of hands&nbsp;hold a bow and arrow.</p>
",LAL4006-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
6189e428-746c-4289-8519-48e1a92c8546,2a935dde-feb4-40fa-81d7-1f9e04b9c8d5,e4dcd814-3927-11ea-a19a-0242ac130006,Dharmadhātu Maṇḍala,/files/uploadedfiles/LAL0510-007_20200119_03.jpg,"<p>Gāḥ Bāhāḥ, Dharmadhātu Maṇḍala, view from S (January 2020)</p>
","<p>The faces of this<em> dharmadhātu maṇḍala</em>&nbsp;are made from a single block of white marble and are left blank. The object is 92 cm high and its base measures 120 cm &times; 120 cm.</p>
",LAL0510-007,0,,4b849918-9eea-11e9-8b93-0242ac120006
4e288b94-59ce-4985-862e-28f3a3d3cdcb,6e5c50a5-d0ed-4cf0-994b-f004eb1d926f,e4dcd814-3927-11ea-a19a-0242ac130006,Dharmadhātujinālaya Caitya,/files/uploadedfiles/LAL0510-008_20200119_01.jpg,"<p>Gāḥ Bāhāḥ, Dharmadhātujinālaya Caitya, view from NE (January 2020)</p>
","<p>The base of the object is a lotus throne with&nbsp;four lions in the corners and images of <em>caturmahārājas</em> (the four great kings) at&nbsp;the four cardinal directions. These kings are named Vīṇārāja, Khaḍgarāja, Caityarāja and Dhvarāja and have been&nbsp;placed to&nbsp;the east, south, west and north&nbsp;of the structure&nbsp;respectively. Four Dhyānī Buddhas are shown sitting on the lotus throne. Above these Buddha images, there are three layers of lotus petals, a dome, a&nbsp;<em>harmikā</em> and thirteen spires. Four Buddhas and four Tārās have been placed on the base of the dome. A metal plate joins the <em>harmikā</em> to the dome. The section above the thirteen tiers is broken.</p>
",LAL0510-008,0,,4b849918-9eea-11e9-8b93-0242ac120006
8d4042c0-d5bf-416d-b808-19b2e79850c1,06a4c168-33d5-4868-9a55-403c112a5276,e4dcd814-3927-11ea-a19a-0242ac130006,Akṣobhya,,"<p>Due to local regulations no photo available.</p>
","<p>Akṣobhya, the <em>bāhāḥ</em>&#39;s main deity, is enshrined in the sanctum. This statue was found in the excavation work that took place in 1956.</p>
",LAL0510-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
24ffce81-7b53-4d44-a31e-d83da642ba7a,84aa79e8-370f-410b-ba41-d57b692aec3e,e4dcd814-3927-11ea-a19a-0242ac130006,Gaṇeśa,/files/uploadedfiles/LAL0510-003_20200119_01.jpg,"<p>Gāḥ Bāhāḥ, Gaṇeśa, view from N (January 2020)</p>
","<p>A stone statue of Gaṇeśa is attached to the front&nbsp;wall of the <em>bāhāḥ</em> building. He is shown&nbsp;holding a rosary and a radish in his two right hands and an axe and a sweet-ball in his two left hands.</p>
",LAL0510-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
4957f63e-c22d-4fd6-8a03-ab212335a674,d3c0917b-08fe-450d-bee4-46cbf007afd1,e4dcd814-3927-11ea-a19a-0242ac130006,Mañjuśrī,/files/uploadedfiles/BUN0023-001_P_20191110_02.jpg,"<p>Gāḥ Bāhāḥ, Ma&ntilde;juśrī, view from N (January 2020)</p>
","<p>A stone statue of Ma&ntilde;juśrī is attached to the front&nbsp;wall of the <em>bāhāḥ</em> building. He is depicted holding&nbsp;a sword and an arrow in his right hands&nbsp;and a bow and a book in his two left hands.</p>
",LAL0510-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
6d199286-1c0c-4450-a6ee-f147cbd30f27,bbe4c4c7-9391-43df-81e3-196af21e6756,e4dcd814-3927-11ea-a19a-0242ac130006,Vajra,/files/uploadedfiles/LAL0510-006_20200119_02.jpg,"<p>Gāḥ Bāhāḥ, <em>vajra </em>installed on top of a small stone pillar, view from N (January 2020)</p>
",,LAL0510-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
ade421d6-c41c-455e-8861-c30bed35c4f1,6e11e6ff-af55-4743-8deb-8ed412fd2830,e4dcd814-3927-11ea-a19a-0242ac130006,Padmapāṇi Lokeśvara,/files/uploadedfiles/LAL0510-005_20200119_01.jpg,"<p>Gāḥ Bāhāḥ, Padmapāṇi Lokeśvara, view from N (January 2020) <strong> </strong></p>
","<p>A stone statue of Padmapāṇi Lokeśvara is attached to the front&nbsp;wall of the <em>bāhāḥ</em> building. His right hand is shown performing the gesture of&nbsp;<em>varada</em> (blessing) whilst his left&nbsp;hand holds a lotus stalk.</p>
",LAL0510-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
67f28983-f4be-4c7c-9305-910c67d7d60a,5ee31df1-9385-42d7-9ddd-6090c672c387,e4dcd814-3927-11ea-a19a-0242ac130006,Mahākāla,/files/uploadedfiles/LAL0510-004_20200119_01.jpg,"<p>Gāḥ Bāhāḥ, Mahākāla, view from N (January 2020)</p>
","<p>A statue of Mahākāla is attached to the front&nbsp;wall of the <em>bāhāḥ</em> building. He is standing on a corpse holding a <em>kartṛ</em> (cutter) and a <em>kapālapātra</em> (skull bowl) in&nbsp;his hands whilst clasping a <em>khaṭvāṅga</em>.</p>
",LAL0510-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
1c2290a7-ac88-4402-96ea-9c9b86e96b8c,69d50c31-a835-452d-bbcc-af2355c3661b,e5618dda-e5f2-11e9-b125-0242ac130002,Female deity,/files/uploadedfiles/LAL0111_P_20181105_16_V7VnkqE.jpg,"<p>Jagannātha Mandira, unidentified female deity in the sanctum, view from from NE (October 2018)</p>
",,LAL0111-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
b5bdbb30-e966-4998-807c-aa022ca9cdde,e9b10626-7d3a-4156-b409-d916da1bfd12,e5618dda-e5f2-11e9-b125-0242ac130002,Nārāyaṇa on Garuḍa,/files/uploadedfiles/LAL0111_P_20181105_17_vC3uBit.jpg,"<p>Jagannātha Mandira, Nārāyaṇa seated on his avatar Garuḍa in the south-western corner, view from E (October 2018)</p>
",,LAL0111-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
cb941685-84bf-4023-af0b-b715e5853938,5fffab40-ac18-4ddf-a55f-e6289674f112,e5618dda-e5f2-11e9-b125-0242ac130002,Unidentified female figure,/files/uploadedfiles/LAL0111_P_20181105_18_HZZR3wI.jpg,"<p>Jagannātha Mandira, unidentified female deity, view from E (October 2018)</p>
",,LAL0111-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
f9d41a69-32e5-404e-831b-4e7ded8fc23a,7858fbc1-dea5-4747-9abb-95d313b371b9,e5618dda-e5f2-11e9-b125-0242ac130002,Garuḍa statue,/files/uploadedfiles/LAL0111_P_20181105_45_dPJYdzZ.jpg,"<p>Jagannātha Mandira, Garuḍa statue in front of the main entrance, view from E (October 2018)</p>
",,LAL0111-009,0,,4b849918-9eea-11e9-8b93-0242ac120006
73550f7f-4a1c-4865-a27e-d73a82693763,81a77aaf-0a7b-4be9-8fa9-71d2281cc4e2,e5618dda-e5f2-11e9-b125-0242ac130002,Sanctum (garbhagṛha),/files/uploadedfiles/LAL0111_P_20181105_14_bev0Ee7.jpg,"<p>Jagannātha Mandira, sanctum, view from E (October 2018)</p>
",,LAL0111-000,0,,4b849918-9eea-11e9-8b93-0242ac120006
1405dfea-d933-4239-8b7a-ddf15a86cdbc,0e0ce5bf-5f11-480c-83ed-8203494b6a04,e5618dda-e5f2-11e9-b125-0242ac130002,Viṣṇu statue,/files/uploadedfiles/LAL0111_P_20181105_21_IKS2njK.jpg,"<p>Jagannātha Mandira, Viṣṇu statue in the northeastern corner of the sanctum, view from E (October 2018)</p>
",,LAL0111-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
520bf532-322e-44df-a406-aaab5acd0b9f,fa29a3fc-dc66-4b6d-8a77-e44f0659c235,e5618dda-e5f2-11e9-b125-0242ac130002,Jagannātha statue,/files/uploadedfiles/LAL0111_P_20181105_19_z9TXiC6.jpg,"<p>Jagannātha Mandira, statues in the sanctum, view from E (October 2018)</p>
","<p>The statues have been identified by local informants as Subhadrā (in the middle) with Balabhadra (left) and Kṛṣṇa (right).</p>
",LAL0111-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
6e90635a-ea00-4471-8ecf-de857389e829,adeb949d-3711-4e21-bb76-1c0182f1c9ef,e57655fd-5077-44a7-96f2-23039e15b134,Eastern temple,/files/uploadedfiles/KLK0190-002_P_20161003-01.jpg,"<p>Sipkhanā Devala, south-western corner of the&nbsp;eastern temple, view from SW;&nbsp;photo by David C. Andolfatto; 2016-10-03<em>&nbsp;</em></p>
",,KLK0190-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
33d23cf3-2ea8-4866-9a27-dddebd4c8c8a,451c2b6a-c77a-4bb1-8aaf-078075a06655,e57655fd-5077-44a7-96f2-23039e15b134,Western temple,/files/uploadedfiles/KLK0190-001_P_20161003-01.jpg,"<p>Sipkhanā Devala, western temple, view from SE;&nbsp;photo by David C. Andolfatto; 2016-10-03<em>&nbsp;</em></p>
",,KLK0190-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
bbde0705-3ef7-4caa-af73-6e7788c7905b,1788b4cc-97fb-44a0-b688-88d2777a0b31,e57655fd-5077-44a7-96f2-23039e15b134,Architectural remains,/files/uploadedfiles/KLK0190-003_P_20161003.jpg,"<p>Sipkhanā Devala, southern side of the arrangement of architectural remains, view from S;&nbsp;photo by David C. Andolfatto; 2016-10-03<em>&nbsp;</em></p>
","<p>It is possible to identify three topping parts (<em>stūpa</em>) of&nbsp;<em>śikharas</em>&nbsp;as well as diverse wall elements of&nbsp;<em>śikhara&nbsp;</em>temples.</p>
",KLK0190-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
911fac27-94ff-4311-9475-977d02b0db99,3b8c7b3f-7a35-4dec-abc8-c1f7f0da88bd,e5d8a76a-e671-11e9-b125-0242ac130002,Statue of Mañjuśrī ,/files/uploadedfiles/LAL4148-001_P_20190216_01.jpg,"<p>Bhaiṣajyabāhāḥ Phalcā, Ma&ntilde;juśrī statue, view from S (February 2019)</p>
","<p>The stone statue of Ma&ntilde;juśrī is attached to the northern wall of the&nbsp;<em>phalcā</em>. Ma&ntilde;juśrī is sitting on a lotus. One of his left hands is performing the&nbsp;<em>abhaya</em>&nbsp;gesture whilst holding a book. He holds a bow in his other left hand and&nbsp;<em>vā</em><em>ṇa</em>&nbsp;and <em>khaḍga </em>in his right hands. This image was&nbsp;installed recently as the previous one was stolen.</p>
",LAL4148-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
9e1cfdd9-29f0-4d99-ac25-e06a003ff0a5,dc2a0b32-c219-4809-9b47-08b7292f73c3,e67206a4-e913-11e9-8bc4-0242ac130002,Vajradhātu Caitya,/files/uploadedfiles/LAL0480-002_P_20190716_01.jpg,"<p>Sijaḥ Bāhāḥ, <em>vajradhātu caitya</em>, view from SW (June 2019)</p>

<p>&nbsp;</p>
","<p>This&nbsp;<em>caitya</em>&nbsp;is made entirely from&nbsp;brick. It&nbsp;has four Buddhas at each of the&nbsp;four directions. According to locals inhabitants, it was constructed by Ra&ntilde;jitakāras.&nbsp;</p>
",LAL0480-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
b092203c-779b-463e-8736-1e9ed2b386bc,17860610-f907-4a6d-b012-27c86b8169d6,e67206a4-e913-11e9-8bc4-0242ac130002,Dharmadhātu Maṇḍala,/files/uploadedfiles/LAL0480-001_P_20190716_01.jpg,"<p>Sijaḥ Bāhāḥ, <em>dharmadhātu maṇḍala</em>, view from S (June 2019)&nbsp;</p>
",,LAL0480-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
5ea1f172-8e82-470e-b416-255057d8b7d4,b3dfdb5b-95b2-4cb5-8649-9890d718d29b,e6c73144-fadc-11e9-8649-0242ac130002,Bhairava statue,/files/uploadedfiles/LAL4100-001_P_20190204_01.jpg,"<p>Lũchẽ Nani Phalcā, Bhairava statue, view from W (February 2019)</p>",,LAL4100-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
b3130fda-be8e-4321-9127-854571c6fb31,7c53b8a3-7a09-4e61-9fcc-98784cc68fc9,e6f72884-e774-11e9-b125-0242ac130002,Shrine of Ākāśa Bhairava,/files/uploadedfiles/LAL4222-001_P_20151107_01.jpg,"<p>Calakhu Bhairava Phalcā, shrine of Ākāsa Bhairava, view from E (November 2015)</p>
",,LAL4222-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
2d2e5080-9e2d-4b3a-ad98-0112b3e254a2,ff283487-7145-4cef-97be-7c3442470a29,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-003_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, stone statue of Amitābha, view from W (October 2019)</p>
","<p>Statue of Amitābha (B)</p>
","LAL0170-003
",0,,4b849918-9eea-11e9-8b93-0242ac120006
59490559-078d-4c46-ad6c-27a81039d863,6e264dcb-4389-4fb6-b922-eb4ae748a98a,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-002_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, stone statue of Ratnasambhava, view from S (October 2018)</p>
","<p>Statue of Ratnasambhava</p>
","LAL0170-002
",0,,4b849918-9eea-11e9-8b93-0242ac120006
842d3a48-8f6a-4c20-b97b-d1159559c166,b6796587-1baf-4f26-a143-944429e3fe0a,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-001_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, stone statue of Amitābha, view from E (October 2018)</p>
","<p>Statue of&nbsp; Amitābha (A)</p>
","LAL0170-001
",0,,4b849918-9eea-11e9-8b93-0242ac120006
7aaa1bf4-b867-4ca6-81c9-cef4c7785dec,9a481a3f-8bdd-414e-9516-0b6fb4397e5b,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-010_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, Dharmadhātu, view from N (October 2018)</p>
","<p>Dharmadhātu&nbsp;</p>
","LAL0170-010
",0,,4b849918-9eea-11e9-8b93-0242ac120006
2cd416d7-f222-44cf-ac14-0cda08849c1b,9e4affdd-07f1-4523-b397-f5c938fe2615,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-009_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, statue of monkey (Kũmākaḥ, D), view from NE (October 2018)</p>
",,"LAL0170-009
",0,,4b849918-9eea-11e9-8b93-0242ac120006
9c23a1f3-aec2-4866-b863-d5543dcc0260,e41708fa-8b04-4477-8842-85c691908e4f,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-008_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, statue of monkey (Kũmākaḥ, C), view from NW (October 2018)</p>
",,"LAL0170-008
",0,,4b849918-9eea-11e9-8b93-0242ac120006
6a99c107-08ee-42e9-a4f2-5cdcd11a88b0,75083bdc-b538-42e1-ba8c-895f5d7b2143,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-007_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, statue of monkey (Kũmākaḥ, B), view from SW (October 2018)</p>
",,"LAL0170-007
",0,,4b849918-9eea-11e9-8b93-0242ac120006
bcc8089c-984d-4c48-987b-6b3f77346dbc,6d96fc2a-d20e-4fe2-a43b-5817de13b57d,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-006_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, statue of monkey (Kũmākaḥ, A), view from SE (October 2019)</p>
",,"LAL0170-006
",0,,4b849918-9eea-11e9-8b93-0242ac120006
dde70d3f-b3a5-4503-babe-46794e701ca6,b76a12f3-c560-4dc7-94b6-c6b310308660,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-005_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, stone statue of Maitreya, view from E (October 2018)</p>
","<p>Statue of Maitreya Buddha</p>
","LAL0170-005
",0,,4b849918-9eea-11e9-8b93-0242ac120006
a003787f-8718-43f9-aa81-aaf9fa7bc3d8,86607380-7896-4b80-906c-bf4c28e45933,e7151050-eb4e-11e9-b125-0242ac130002,,/files/uploadedfiles/LAL0170-004_P_20181022_01.jpg,"<p>Amitābhamahāmaṇḍala Caitya, stone statue of Amoghasiddhi, view from N (October 2018)</p>
","<p>Statue of Amoghasiddi&nbsp;</p>
","LAL0170-004
",0,,4b849918-9eea-11e9-8b93-0242ac120006
cfedbef8-d795-490e-8ca4-f98db70af633,8340ac2d-39f9-43d2-889f-c9d0ac5c02a9,e73522eb-0ce8-4bca-99a2-add0f09eb964,Akṣobhya,/files/uploadedfiles/KAT1000-001_P_20210223_01.jpg,"<p>Cībhāḥkhyaḥ Caitya, statue of Akṣobhya inside the pavilion of the Caitya, view from E; photo by Yogesh Budathoki; 2021-02-23</p>
",,KAT1000-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
f817503e-9c1d-4812-8109-6b18d376f1b3,d94d32b3-fa94-46da-b81f-ef297e83bcdd,e73522eb-0ce8-4bca-99a2-add0f09eb964,Ratnasambhava,/files/uploadedfiles/KAT1000-002_P_20210223_02.jpg,"<p>Cībhāḥkhyaḥ Caitya, statue of Ratnasambhava inisde the pavilion of the Caitya, view from S; photo by Yogesh Budathoki; 2021-02-23</p>
",,KAT1000-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
61a3e6ef-4c11-46f5-8c94-87d72679693d,04f4b7ba-1182-4c39-a2ef-fc713a47d2a2,e73522eb-0ce8-4bca-99a2-add0f09eb964,Amitābha,/files/uploadedfiles/KAT1000-003_P_20210223_01.jpg,"<p>Cībhāḥkhyaḥ Caitya, statue of Amitābha inside the pavilion of the Caitya, view from W; photo by Yogesh Budathoki; 2021-02-23</p>
",,KAT1000-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
d44795b7-5c2f-442e-9dc2-cf942af50e7f,9610378e-a8f0-4faa-94ad-d9c6fc3afe78,e73522eb-0ce8-4bca-99a2-add0f09eb964,Amoghasiddhi,/files/uploadedfiles/KAT1000-004_P_20210223_01.jpg,"<p>Cībhāḥkhyaḥ Caitya, statue of Amoghasiddhi inside the pavilion of the Caitya, view from N; photo by Yogesh Budathoki; 2021-02-23</p>
",,KAT1000-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
0ac114da-dc45-416b-afef-47b33be3f3fa,e3ab3a80-4715-4c40-9c0f-44f845696229,e73522eb-0ce8-4bca-99a2-add0f09eb964,Mahākāla,/files/uploadedfiles/KAT1000-005_P_20210223_01.jpg,"<p>Cībhāḥkhyaḥ Caitya, statue of Mahākāla, view from W; photo by Yogesh Budathoki; 2021-02-23</p>
",,KAT1000-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
b107af5e-da82-4a8e-a9bd-55e3a914f4ca,1348967c-8456-42b2-b216-f81a2f71c5c6,e73522eb-0ce8-4bca-99a2-add0f09eb964,Rāma-Lakṣmaṇa-Sītā,/files/uploadedfiles/KAT1000-006_P_20210223_01.jpg,"<p>Cībhāḥkhyaḥ Caitya, statue of Rāma-Lakṣmaṇa-Sītā, view from W; photo by Yogesh Budathoki; 2021-02-23</p>
",,KAT1000-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
8b03dc66-0fcc-4f62-a2bb-ab89b6412a93,7abc94ef-359b-4ffd-af83-ccf5e270377d,e73522eb-0ce8-4bca-99a2-add0f09eb964,Dharmadhātujinālaya Caitya,/files/uploadedfiles/KAT1000-007_P_20210223_01.jpg,"<p>Cībhāḥkhyaḥ Caitya, Dharmadhātujinālaya Caitya, view from NW; photo by Yogesh Budathoki; 2021-02-23</p>
",,KAT1000-007,0,,4b849918-9eea-11e9-8b93-0242ac120006
