tileid,parenttile_id,resourceinstance_id,social activity description,social activity name,social activities reference types,social activities references,sortorder,provisionaledits,nodegroup_id
eeb280e7-b3ba-4099-a7b9-001d32f6e73f,d64821fd-1c6b-4d82-aac0-08736137753a,d3ebfce1-622b-4c10-b7a4-e827e24358be,"<p>Devotees who participate in the religious procession of <em>upākhā</em>, taking&nbsp;place on the twelfth day of the bright fortnight of Bhadra,&nbsp;wash their faces in the <em>hiti</em> after the procession ends. The procession starts and ends in the Maru Ṭola.</p>

<p>&nbsp;</p>
",Using Hiti during the Procession called Upākū Vanegu,,"<p>A local resident and cultural expert from a Vajrācārya caste, female, age 67</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
76f281f9-ce95-4aa9-82d5-749a816a4555,49dca721-ba20-46a9-9315-fe2a487eed4e,d3ebfce1-622b-4c10-b7a4-e827e24358be,"<p>The <em>hiti</em> premises&nbsp;used to be cleaned&nbsp;during the <em>Sithinakhaḥ </em>Festival, held on the sixth&nbsp;day of the bright fortnight of Jyeṣṭha. This tradition hasn&#39;t been practiced for some years.</p>
",Cleaning the Hiti,,"<p>A local resident and cultural expert from a Vajrācārya caste, female, age 67</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
299966ff-45e7-4924-a160-4adbbdb3f342,ad829724-84ba-41ce-9c79-f7fe0a355fea,d46efa17-704b-4706-be58-fe535e26bbfc,"<p>Seven families take a-year-long responsibility to perform the daily worships in the Bahī. The same person is also required to perform the daily worship&nbsp;in the Maru Bahī. Every year, starting on&nbsp;the first day of Caitra for five months, the appointed person goes to the Maru&nbsp;Bahī to conduct the daily worship.</p>
",Daily Worship (Nityapūjā),,"<p><em>A saṅgha</em> member from a Śākya caste, male, age 42</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1c477ffd-a149-415a-9d46-65d7dfbe0037,35fd3b4a-816e-47d5-9fab-cf73fb73dc25,d46efa17-704b-4706-be58-fe535e26bbfc,"<p>An exhibition of&nbsp;the <em>bahīdyaḥ </em>takes place every year on the twelfth day of the bright fortnight of Śrāvaṇa<em>. </em>Unlike other <em>bāhāḥ/bahīs, </em>a&nbsp;<em>tyemā̃ khvāḥpāḥ </em>(wooden mask)<em>&mdash;</em>instead of a&nbsp;statue of&nbsp;Dīpaṅkara&mdash;is publicly displayed&nbsp;for a week. Locals believe that the mask belongs to the&nbsp;Vīrakuśa Mahārāja as described in the&nbsp;<em>Virakuśāvadāna</em>.</p>
", Exhibition of the Bahīdyaḥ (Bahīdyaḥ Bvayegu),,"<p>A <em>saṅgha</em> member from a Śākya caste, male, age 42</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
70ee3ef2-7359-4137-9aa1-3202aa141956,05c12577-4b66-4c16-b002-6266e3ef43a0,d46efa17-704b-4706-be58-fe535e26bbfc,"<p>This Bahī is worshipped and visited during the Dīpaṅkhā procession.</p>
",Worship During the Dīpaṅkhā Yātrā,,"<p>A<em> saṅgha</em> member from a Śākya caste, male, age 42</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5bde877b-4a48-4aa0-8f62-10844ee1d97a,4d06e1a1-1421-4242-b6c9-78670d3792c3,d46efa17-704b-4706-be58-fe535e26bbfc,"<p>The <em>Nāmasaṅgīti </em>is recited on the full moon day of every month.</p>
",Nāmasaṃgīti Recitation,,"<p>A<em> saṅgha</em> member from a Śākya caste, male, age 42</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1664c1d7-9ba2-4737-9992-c8616b6763bc,6414d01b-9147-4cef-9867-dea366da2788,d5354d0a-fb98-11e9-a3c8-0242ac130002,"<p><em>Guṭhī</em> land was used to fund&nbsp;the daily and other ritual worships. However, with the exception of&nbsp;the daily ritual worship, all other ritual&nbsp;worships are no longer performed.&nbsp;</p>
","Guṭhī, daily worship",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5baea77c-7695-4d48-8a7c-1a03a03611a3,b3b7d4f9-66a1-4b03-8b78-2f79d8273b19,d62e32fe-b78c-43af-817c-edb16e6d7ae8,"<p>The Bāghabhairava mask dance is organized once in every 12 years in Kirtipur. This tantric dance begins from this Pīṭha.</p>
",Bāghabhairava mask dance,,"<p>Local knowledge: A&nbsp;local resident, Maharjana, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
8d0287c8-b946-44e8-a41a-bdad09e64a20,c0042d1b-b4e2-49e3-9e95-87e45f287e96,d62e32fe-b78c-43af-817c-edb16e6d7ae8,"<p>The residents of Kirtipur visit this Pīṭha with traditional music on every Saturday of the month of Yaṃlā (11th month of the Nepal Era). This tradition is known as <em>yaṃlasī vanegu</em> in Newari.</p>
",Visiting Pīṭha on every Saturday in the Yaṃlā month (yaṃlasī vanegu),,"<p>Local knowledge: A&nbsp;local resident, Maharjana, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a1c2b9ee-e073-4dc1-9b5a-ee4d35b21838,c5ff04f9-c3a1-4111-a026-a418b871cff9,d62e32fe-b78c-43af-817c-edb16e6d7ae8,"<p>On the first of the Daśaĩ festival (Ghaṭasthāpanā day), the residents of Kirtipur organise a special ritual worship in the Pīṭha followed by a community feast. This ritual is known as <em>pārū bhvay</em>. Moreover, the hymns chanting groups and other social and religious organizations chant hymns and play music on this day dedicated to Indrāyaṇī.</p>
",Special worship and feast called 'pāru bhvay' on the Ghaṭasthāpana day,,"<p>Local knowledge:&nbsp; A local resident, Maharjana, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
c663de14-2ce8-41a5-9353-285faf578f02,fb13465b-1c81-49ce-a3ed-8199e563c91a,d62e32fe-b78c-43af-817c-edb16e6d7ae8,"<p>Similar to all other Śakta shrine and temples in the Kathmandu Valley, the Indrāyaṇī Pīṭha (Pīgaṃdyaḥ) too is flooded with devotees during the Daśaĩ festival.</p>
",Worship during the Daśaĩ festival,,"<p>Local knowledge: A&nbsp;local resident, Maharjana, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
858c90af-cf01-41bd-bbdf-8290b05a7a01,53a1e52e-7aa4-4d15-84fe-e77c933be150,d62e32fe-b78c-43af-817c-edb16e6d7ae8,"<p>On the 8<sup>th</sup> day of the bright fortnight of Maṅsīra, local residents perform a fire ritual followed by a goat sacrifice (called <em>hvaṃkilā pūjā </em><em>in New.)</em> in this Pīṭha. The chariot procession of Indrāyaṇī then begins two days after this ritual i.e. on the 10th day of the bright fortnight of Maṅsīra. The procession goes throughout the city.</p>
",Indrāyaṇī procession (jātrā),,"<p>Local knowledge: A&nbsp;local resident, Maharjana, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
dcdd8bec-fd14-45dc-9591-d3375c7a5f50,cd091c29-ffd3-451e-a48e-6e2eea5f3747,d62e32fe-b78c-43af-817c-edb16e6d7ae8,"<p>Members of the Śreṣṭha communities of Kirtipur mandatorily worship at this Pīṭha before and after performing any auspicious rituals in their household&nbsp;such as initiation, naming ceremony, marriage and the likes.</p>
",Worshipping Indrāyaṇī before and after any auspicious rituals (vanjalā pūjā),,"<p>Local knowledge: A local resident, Maharjana, male, age 6</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
05eb1e35-605d-4b53-93bb-41f1926c4753,0a11e4cc-36a1-4356-bdee-fd7e69556f76,d62e32fe-b78c-43af-817c-edb16e6d7ae8,"<p>The residents of Kirtipur come to worship Indrāyaṇī on their birthday believing that the goddess removes the evil eyes casted by the bad zodiacal stars. This worship is called <em>kalaḥpūjā</em>.</p>
",Ritual worship in order to get rid of evil affects due to bad constellations of the stars (kalaḥpūjā),,"<p>Local knowledge: A&nbsp;local resident, Maharjana, male, age 6</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
79f8663c-cf10-46a7-8d2c-c40af18b98b2,38a4a295-7de3-4735-ad2d-f37c6a1ce716,d642cefe-408c-4943-9405-b0aebe0d82a1,"<p>Street vendors display their goods on the front plinth&nbsp;usually in the mornings and evenings in the present-day.</p>
",Informal Market Place,,"<p>Local knowledge, a local resident, Maharjana, male, age 87</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
199e4d75-f204-4247-9c47-bff86f5edeba,2046bae7-1e0d-4781-bcf4-d70fca8e3508,d642cefe-408c-4943-9405-b0aebe0d82a1,"<p>Social organisations use the <em>phalcā</em> for&nbsp;blood donation camp. The last&nbsp;blood donation campaign took place on September 12th, 2020 CE.</p>
",Blood Donation Camp,,"<p>Local knowledge, a local resident, Maharjana, male, age 87</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
3887e39f-984a-44a3-8769-20c40b02c097,46d44d34-291a-429b-8d59-74a10e941e50,d642cefe-408c-4943-9405-b0aebe0d82a1,"<p>The <em>phalcā</em> is located on the historic trade route leading from Chitlang to Kathmandu and Patan. This route was extensively in use until the Late Rāṇā Period. Travellers used to find a resting place and an overnight shelter in the <em>phalcā</em>, and the <em>jaḥdhuṃhiti</em>&nbsp;used to provided drinking water.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>
",Resting Place,,"<p>Local knowledge, a local resident, Maharjana, male, age 87</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fe39e095-b9e8-41e1-a9c1-670e622d1940,52cfc0ad-2809-458a-a82b-e9d38cbb3980,d691fdfc-ba4f-4035-b3cf-82e6a6b14169,"<p>There is no&nbsp;<em>gu</em><em>ṭ</em><em>hī</em>&nbsp;and appointed priest associated with this&nbsp;temple. Even the elders of the area cannot recall any religious, social, or cultural activity that used to be organised here.</p>
",Disappeared rituals,,"<p>Local knowledge, local resident, Śarmā, male, age 69)</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
e9c29bb7-7225-4a82-9c7d-89f1c3735195,e5c48ccd-93b6-406c-a3dc-ee620729cf06,d7c4e686-d20c-4141-9a25-dfc5d3ccab45,"<p>Previously a Vajrācārya was appointed for the daily ritual. Now&nbsp;descendants of Harṣa Bahādur Śākya carry out this task, but the worship is not performed regularly.</p>
",Daily ritual (nityapūjā),,"<p>Local knowledge: A nun residing at the Bāhāḥ, female, age 68</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
bfd306d1-3df2-4456-ab00-4c4f2ab99263,90ee40d5-24ff-460e-8b87-82afe91fa661,d7d38dd2-f338-11e9-8649-0242ac130002,"<p>The daily worship of the&nbsp;<em>vihāra</em>, including its annual worship&nbsp;<em>cau chāyegu</em>&nbsp;(offering&nbsp;<em>chatra</em>&nbsp;to the&nbsp;<em>caitya</em>) has not been performed for many years. However, Locke (1985,&nbsp;60) has noted that both were carried out until 1985.</p>
",Daily and annual worships,"Local knowledge,Secondary literature","<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke</strong></a> 1985,&nbsp;60&nbsp;</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
c53c1fc3-c654-41be-ad12-938126d0d6ad,6387247f-7d84-419d-af62-4786b385549f,d966be8e-e82b-11e9-8bc4-0242ac130002,"<p>Kvalakhu Gaṇeśa Sattaḥ&nbsp;is to the northeast of Kvalakhu Phalcā (<strong>LAL4187</strong>), which is adjacent to a private building. Every Tuesday, local residents of the Kvalakhu ṭola (including Jyāpu, Amātya, Jośī, Rājabhaṇdārī families) would&nbsp;perform a&nbsp;<em>bhajan</em>&nbsp;in the Phalcā. Around 2015, the&nbsp;owner of the house attached to the Kvalakhu Phalcā prohibited this&nbsp;and built a metal fence in order to prevent people entering it. The<em>&nbsp;bhajan </em>performances were subsequently&nbsp;relocated&nbsp;to&nbsp;the upper storey of the&nbsp;Gaṇeśa Sattaḥ (<strong><a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/d966be8e-e82b-11e9-8bc4-0242ac130002"">LAL4186</a></strong>).&nbsp;</p>
",Bhajan,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5ca10377-0c65-4961-8613-a589db1e7bd8,0d196671-7245-44a8-88a7-231d247a0fc0,d966be8e-e82b-11e9-8bc4-0242ac130002,"<p>Kvalakhu Gaṇeśa Sattaḥ is regularly used by vegetable vendors.&nbsp;</p>
",Vegetable vendors,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b49837d7-a785-4db0-a77c-f9f7c768a002,35255bff-747b-4dba-a930-d50bb257abc7,da572af6-f404-11e9-a3c8-0242ac130002,"<p>Previously, a Brahmin from Pūrṇacaṇdī Ṭola performed the daily ritual worship in the temple. However,&nbsp;this tradition has now stopped.&nbsp;&nbsp;</p>
",Daily ritual worship,Local knowledge,"<p>1. Local resident, Male, Age: 72</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
f98c45db-9d45-4279-8972-d73d9b9da886,e25501a5-1fd0-4168-a958-c4a82b9155b4,dad90976-01e3-11ea-8f3c-0242ac130002,"<p>The founders&#39;&nbsp;descendents&nbsp;worship the Caitya&nbsp;on the full moon day of Āśvina.</p>
","Annual worship
",Local knowledge,"<p>Local resident, Maharjan, female, age 40</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
c26ab592-f2b0-4056-9c69-af10690a0f8d,4ee61049-6a03-4618-8b88-e3082689e498,dad90976-01e3-11ea-8f3c-0242ac130002,"<p>The inscription mentions that the <em>caitya</em>&nbsp;must&nbsp;be worshipped on the 6th of the bright fortnight of Phālguna. A&nbsp;feast should also&nbsp;be held for&nbsp;six Vajrācāryas on this day. However, this tradition has since come to an end.</p>
","Annual worship and a feast for six Vajrācāryas
",Local knowledge,"<p>Local resident, Maharjan, female, age 40</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2c79fb2b-67db-49c8-9e25-411308ba0d39,d9207a5a-f3d6-4717-9b30-73ae0bdea783,db4d5da7-cd79-4f96-b624-d28bdef73274,"<p>On the Piśāca Caturdaśī Day, the aforementioned gold-plated copper statue of Gaṇeśa is carried around the Yatkhā Ṭola in a palanquin.&nbsp;This event is organized&nbsp;by the&nbsp;Patā̃galli Gaṇeśa Guṭhī.</p>
",Chariot Procession (Khaṭajātrā),,"<p>Source: A member of the&nbsp;Patā̃galli Gaṇeśa Guṭhī from a Ḍaṅgola caste, male, age 40</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
125f36ef-5823-409f-996c-60497b1bdc69,e15a888f-ee47-4d2c-a828-57b2eb6c5247,db4d5da7-cd79-4f96-b624-d28bdef73274,"<p>Residents from the Yatkā Ṭola&nbsp;venerate Patāṅginī Gaṇeśa before starting any auspicious rituals or events such as initiation, marriage, rice feeding and alike.</p>
",Worship on Auspicious Occasions,,"<p>Source: A member of the Patā̃galli Gaṇeśa Guṭhī from a Ḍaṅgola caste, male, age 40</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
823cfcc8-6f40-4d65-bca3-844e13b5752a,524168e8-abed-4466-9530-8360ad3c373b,db4d5da7-cd79-4f96-b624-d28bdef73274,"<p>Previously, a Jhā caste member used to perform the rituals in the temple. Nowadays, seven members of the Ḍaṅgola Guṭhī from Yatkhā conduct the daily and other rituals in&nbsp;turns (each member is responsible to carry out the rituals for a month).</p>
",Daily Worship (Nityapūjā),,"<p>Source: A member of the Patā̃galli Gaṇeśa Guṭhī from a Ḍaṅgola&nbsp;caste, male, age 40</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1337fff3-b9ad-49fe-ac5f-3f3694938106,013bb404-365a-4a6b-98c3-426361f9e45d,dbacea6d-e4a2-4ac1-93ff-0a0c3323fa97,"<p>The Varāha image is currently worship by devotees going to the&nbsp;Tripurasundarī temple. It is placed inside a small enclosed area, some 50 meters north of the temple.</p>
",Worship of Varāha image,,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5d206141-114a-4545-9539-5f2322cbbf77,f2796ca3-91d2-4f74-a3ff-fdc11512d649,dbee183c-e72c-11e9-b125-0242ac130002,"<p>The <em>varṣabandhanapūjā </em>of the temple is performed annually,&nbsp;when the chariot of Buṅgadyaḥ stops at Lagankhel.</p>
","Annual ritual (varṣavardhanapūjā)
",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fd3f048f-9d83-4160-8c3a-52bf7bdb5662,29212355-468e-48bf-8181-660a665bf60e,dbee183c-e72c-11e9-b125-0242ac130002,"<p>During Indrajātrā, a&nbsp;silver statue of Gaṇeśa is exhibited in the&nbsp;temple. This is worshipped by local people with <em>samaybaji</em>.</p>
","Exihibition of a silver Gaṇeśa statue during Indrajātrā
",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4572fd9a-3210-4098-907d-d641e13534f7,03b120dc-ac17-4d4f-8266-eb1236efd596,dc5306f4-f571-11e9-8649-0242ac130002,<p><em>Dāphā bhajana</em> is performed throughout&nbsp;the months of Māgha and Guṃlā on the ground floor of the Phalcā.</p>,Dāphā bhajana,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ab1e0bc7-d3ce-4279-9ad7-10e2f884ea4e,c7b6fe23-790d-429e-bb8d-101b1d90ab23,dc5306f4-f571-11e9-8649-0242ac130002,"<p><strong>In conversation with Rajendra Shakya (RS), a local (L) explains the duck sacrifices that take place in the phalca (July 2015)</strong></p>

<p>L: We even offer sacrifice of ducks during <em>Mohani</em> (<em>Dashaiṃ</em>). There are no one who come to offer sacrifices these days.</p>

<p>RS:&nbsp;They sacrifice them at the shrine of Lord <em>Ganeś</em>a?</p>

<p>L:&nbsp;Yes. People used to come here and stay in line starting from around 11 PM the night before the day of the sacrifice, as it used to be really difficult to get in line on the day itself because of a massive crowd. A person who sacrifices the birds stays at the shrine. He kills the bird and throws it on to the <em>phalcā&nbsp;</em>there. It&#39;s all because this is a huge locality with thick population. So, people had to stay in line for a long period. The bird is thrown on to the <em>phalcā</em> and the owner goes there to collect it and returns home. This takes place on <em>Syākwvtyākva</em>, the ninth day of the bright lunar fortnight of <em>Āśvina</em>.</p>",Duck sacrifice ,"Local knowledge,Other text","<p>Transcribed interview with local man (then 70 years of age) from Dupāt with Rajendra Shakya, July 2015.&nbsp;&nbsp;</p>",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
acb6c653-52be-42fe-a741-c44fc4b57e13,0aa3e59a-fbb5-4e2e-82a7-06d54bbd7287,dc5306f4-f571-11e9-8649-0242ac130002,"<p>On the occasion of <em>Yanyāpunhi</em> (Indrajātrā) two figures of <em>Hārkhāṃdyaḥ </em>(Bhairava who is&nbsp;the fierce manifestation of Lord Śiva)&nbsp;are&nbsp;displayed in the Phalcā. In the past, people used to display two large images of <em>Hārkhāñdyaḥ</em>, followed by the <em>Hāthu Hāekegu </em>event on that day. Both images have been stolen and the custom was discontinued until in VS 2069 (2013 AD). Local people made a new mask&nbsp;of <em>Hārkhāṃdyaḥ </em>and they have started to practice <em>Hāthu Hāekegu </em>again. During the event, a pipe is put into the mouth of the <em>Hārkhāṃdyaḥ a</em>nd <em>thvã</em>&nbsp;(typical Newār white beer) is poured out from the pipe. People drink it as <em>prasāda</em> of the god. There is a belief that drinking <em>thvã</em> from the <em>Hārkhāṃdyaḥ </em>will cure stomach pains.</p>",Indrajātrā,"Secondary literature,Local knowledge","<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/RR4D39XW"" target=""_top""><strong>Maharjan</strong></a> (2016, 54), <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/Vajr%C4%81c"" target=""_top""><strong>Vajracharya</strong></a> (1999)</p>",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4b24d9af-6c06-4be3-89ab-6e6414265dba,f8179376-4682-418d-b99e-4fc5e8b0f7f0,dc5306f4-f571-11e9-8649-0242ac130002,"<p><strong>Games played at the phalca (from conversation between a local (L) and Rajendra Shakya (RS) in July 2015)&nbsp;</strong></p>

<p>RS:&nbsp;What are your earliest memories of the <em>phalcā</em>s here? What did they look like?</p>

<p>L:&nbsp;This one (<em>Sanāḥ</em> <em>Guthi</em> <em>Chẽ</em>) was just a one-floor <em>phalcā</em>. There used to be a low attic-like space on the upper floor. It had tile roof. There was not enough space for all the <em>guthiyārs </em>(members of the <em>guthi</em>) due to growing population. So, the seniors then collected Rs. 4,000 per <em>bhutūpvāḥ </em>(kitchen). I don&#39;t know if you understand the clause of &#39;per <em>bhutūpvaḥ</em>&#39;. Let&#39;s say, he is my son and he has separated from me. He has his own separate kitchen. So, his kitchen is also counted. That&rsquo;s it. They collected money based on the number of kitchens we had in the community back then to rebuild the <em>guthi</em> <em>chẽ</em>. In doing so, they managed to accumulate about Rs. 2,000,000 altogether.</p>

<p>RS:&nbsp;Oh, that means there were a lot of members.</p>

<p>L: Yes, there were.</p>

<p>RS:&nbsp;Do you remember any games that you used to play here?</p>

<p>L:&nbsp;&nbsp;We used to play <em>Cvalay Kāsā</em> (the game of goats) back then. The girls also used to play many games.&nbsp;See the place where the ladies are sitting over there? (It was in front of the <em>guthi</em> <em>chẽ</em>) It was a one-story building then. They used to dump the ashes obtained from burning straws in the kitchen there. The water drained out after mixing it with such ashes is very good for washing clothes. It economized the use of soap. So, lines are drawn on the ground using the ashes so as to make squares. There are six players; there are the ones who try obstruct and stop, and the runners try to pass by them without being tapped. After the runners cross the mark, they cry out &#39;<em>cvalay</em>, <em>cvalay</em>&#39;. We used to play that game a lot here. Now it has stopped.</p>",Games ,"Local knowledge,Other text","<p>Transcription of interview with local man (then 70 years of age) from Dupāt with Rajendra Shakya, July 2015.&nbsp;&nbsp;</p>",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
8534041e-b2eb-441e-bc47-1980070baf0f,4713c1ad-2ba2-48ec-adfa-5d6212e65766,dc691a70-2258-11ea-b9b1-0242ac130002,"<p>The Kulā̃ Dāphā Maṃkāḥ Khalaḥ (a local group dedicated to the practice of a particular form of devotional songs) organises the recitation of <em>dāphā bhajanas</em> inside&nbsp;Kulima Phalcā during the months of Gũlā and Yãlā.</p>
","Bhajana recitations
",Local knowledge,"<p>Local resident, Maharjan, male, age 42</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b24c2dbe-a07a-4cf7-9b48-7d7635cc0a08,cfbb572e-26cb-41fc-86f9-849fea0b0b43,dc691a70-2258-11ea-b9b1-0242ac130002,"<p>A<em> guṭhī</em> (religious association) has been established to manage the religious and cultural events in Kulima Phalcā. Earlier, the <em>guṭhī </em>would distribute <em>samaybaji</em> from the Phalcā on the days of Indrajātrā and Pyakhaḥ Jātrā. However, this tradition&nbsp;came to an end in the early 2000s.</p>
","Distribution of samaybaji
",Local knowledge,"<p>Local resident, Maharjan, male, age 42</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ee081f23-f30c-45ff-b110-57dfb95ebe93,8b734e46-fa3b-4ceb-aae1-57d9c04bd41c,dcf4fb94-4f23-4804-967a-f9c7b13910bc,"<p>Every year on the 8<sup>th</sup>&nbsp;day of the dark fortnight of Āśvina, an annual death ritual (<em>śrāddha</em>) is performed in memory of all the deceased members of the&nbsp;<em>guthi</em>. <em>Samaybaji</em> placed in front of the statue of the donors (see object number&nbsp;LAL4179-009&nbsp;above) is then distributed to the locals after the ritual is completed.</p>
",Observing annual death ritual and distribution of samaybaji,,"<p>Head of the Sohraśrāddha Guṭhī from a Maharjana caste, male, age 80</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4121f217-9e5f-472d-9f2c-c70af2d40bf2,462e37be-795a-49af-9add-726693397f2e,dcf4fb94-4f23-4804-967a-f9c7b13910bc,"<p>The&nbsp;Phalcā is also related to the Ghoḍe Jātrā observed in Patan. The Ghoḍe Jātrā is organized by the&nbsp;<em>guthi</em>&nbsp;at the Valakhu Ṭola on the 14<sup>th</sup>&nbsp;of the dark fortnight of Caitra. A horse is brought from the army barrack at Siṃhadarabāra and is tied to the Phalcā. After the horse is then made to circumambulate the <em>caitya</em> in front of the Phalcā, it is taken to the Bālakumārī Mandira (<a href=""https://danam.cats.uni-heidelberg.de/report/5cb98dcd-6658-4b9c-8990-8c2299397aca"" target=""_blank""><strong>LAL2000</strong></a>).</p>
",Horse procession (Ghoḍejātrā),,"<p>Head of the Sohraśrāddha Guṭhī from a Maharjana caste, male, age 80</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fcc4ad4f-0852-4f98-a09a-a8ddab5acd1d,69ed382d-cb2a-4772-863d-74201299e204,dcf4fb94-4f23-4804-967a-f9c7b13910bc,"<p>Every year on the full moon day of Āśvina, a ritual umbrella (<em>chatra</em>) is offered to the Caitya in front of the Phalcā (see object number LAL4179-011 above). Oil lamps are also lit up around the Caitya on this day.</p>
",Offering umbrella to Caitya,,"<p>Head of the Sohraśrāddha Guṭhī from a Maharjana caste, male, age 80</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
877fc05c-35d8-4a59-9073-4acc119d7519,82198f6b-daf7-41ea-90b1-71d884c6719f,dcf4fb94-4f23-4804-967a-f9c7b13910bc,"<p>During the Indrajātrā festival, <em>samaybaji</em> is distributed to locals from the Phalcā. The copperplate inscription associated with the Caitya in front of the Phalcā instructs to distribute <em>samaybaji </em>to devotees on the day of arrival of Buṅgadyaḥ at Lagankhel. However, this event has come to an end since a few decades. The tradition of distributing <em>samaybaji</em> in the name of the <em>jaḥdhuṃhiti&nbsp;</em> (see object number LAL4179-010 above) on the Makara Saṅkrānti day (1st solar day of the month of Vaiśākha), too, has been discontinued since longer.</p>
",Distribution of Samaybaji,,"<p>Head of the Sohraśrāddha Guṭhī from a Maharjana caste, male, age 80</p>

<p>Copperplate inscription from NS 837</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d87bb03a-3ee1-4b9e-b208-28d455521f93,55ba7bdc-187f-4c70-b35e-53d3660c304d,dcf4fb94-4f23-4804-967a-f9c7b13910bc,"<p>Locals perform&nbsp;<em>bhajana</em>s in the mornings throughout the months of Guṃlā and Yaṃlā and in the evenings in Kārtika and Māgha inside the Phalcā.</p>
",Recitation of hymns and devotional songs (bhajanagāyana),,"<p>Head of the Sohraśrāddha Guṭhī from a Maharjana caste, male, age 80</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
eb9f22bd-c5f6-470c-8143-b3149c2a647c,3f0505f0-7e1d-4621-bd67-d80937f62283,dcfad1e4-d632-11e9-a1bd-0242ac140006,"<p>Maṅgalabajāra Ṭola Sudhāra Samiti has been running a music class in the hall of the building.</p>
",Music class,Local knowledge,"<p>Vice-President of Maṅgalabajāra Ṭola Sudhāra Samiti.</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
dafd6bee-9d87-48ff-9c15-6faa92f53188,e7fe0d46-2827-4294-b46d-6c2ae9768e14,dcfc4ed2-e74b-11e9-8bc4-0242ac130002,"<p>1. Vya&ntilde;janakāra <em>guṭhī</em>:&nbsp; On the full moon day of Kārttika, the Vya&ntilde;janakāra Guthi of Cyāsal worships the gods, the&nbsp;<em>caityas</em> and the water spouts of the Hiti. A parasol is offered to the biggest of the Hiti&#39;s <em>caitya</em>&nbsp;on the same day.&nbsp;&nbsp;</p>

<p>2. Hiṭī Guṭhī: One day before the Indrajātrā, the major three water spouts of the Hiti are worshipped&nbsp;and the oil lamps lit.</p>
","Occasional worships
",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
