tileid,parenttile_id,resourceinstance_id,historicaldetailimage,historicaldetailimagecaption,Historical Event Description,historical event name,historical event category,sortorder,provisionaledits,nodegroup_id
c113d89f-7b42-4a99-9f4b-8defa2d016fd,dbe27688-e3a5-4ebb-8a32-a3b15109cffc,e73fb90e-4a7e-4ec5-b889-774943bba723,,,"<p>As of September 2020, the <em>dyaḥchẽ</em> is under reconstruction. Lalitpur Metropolitan City carries out the project.</p>
",Reconstruction of the Dyaḥchẽ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
cdacc9bf-f5a1-4fd0-83b7-336a417c4fd6,928a1f28-975d-4071-91ed-16b453d4fb73,e73fb90e-4a7e-4ec5-b889-774943bba723,,,"<p>Kularāja Vajrācārya and his other family members jointly installed a statue of Sarasvatī in the Bāhāḥ premises.</p>
",Installation of a Sarasvatī Statue,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
12ed1310-af25-4928-8d71-02e56cdeffca,abbbb324-eb4c-42f2-b846-befe29965869,e73fb90e-4a7e-4ec5-b889-774943bba723,,,"<p>Yogendra Māna Vajrācārya and his wife Jñānakumārī Vajrācārya jointly added a <em>dharmadhātu </em>in the <em>bāhāḥ </em>premises.</p>
",Addition of a Dharmadhātu,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f5fea81b-2955-4616-a6f1-8cf8159c4d2a,88be54a7-8b40-4340-a7e8-9ea05990c8a7,e73fb90e-4a7e-4ec5-b889-774943bba723,,,"<p>The monument was severely damaged during the 2015 CE earthquakes.</p>
",Damage During the 2015 CE Earthquakes,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
77e3e512-328e-484c-aecd-7ec2bf24b322,d3faacc3-c42c-4646-bcd5-dc1cc449a7a4,e73fb90e-4a7e-4ec5-b889-774943bba723,,,"<p>A sculpturist, Duṣisijṃha, placed his stone statue in front of the <em>dyaḥchẽ.</em> The statue greets&nbsp;<em>kvāpāḥdyaḥ </em>in a&nbsp;<em>namaskāra </em>gesture.</p>
",Addition of a Stone Statue of Donor,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8e2b87de-d7a8-4d45-905e-c943e71bee09,a353fed8-f4a1-4dd3-bcf0-a090bb28f583,e73fb90e-4a7e-4ec5-b889-774943bba723,,,"<p>The <em>dyaḥchẽ </em>was renovated and a <em>guṭhī</em> was established&nbsp;to organise annual rituals. &nbsp;</p>
",Renovation of the Bāhāḥ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
41025664-7299-4a50-b222-70430361c24f,cd233ec3-928f-43ea-8a29-90471c0503dc,e73fb90e-4a7e-4ec5-b889-774943bba723,,,"<p>As per<strong> <strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a>&nbsp;</strong></strong>(1985, 68), the struts supporting the roof was made in 1685 CE (NS 805).&nbsp;</p>
",Offering of a wooden Toraṇa,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5a4b5dea-0063-405c-8eb2-8318b2ea236c,c905d528-b761-4a4f-b8ab-405237f37277,e78429eb-76fd-429a-869b-d06884f69467,,,"<p>The inscription records that a certain donor from Kirtipur constructed Hitigāḥcā along with the nearby Śiva Mandira (<a href=""https://danam.cats.uni-heidelberg.de/report/e24051bb-caf5-4479-b3e7-e8252a550661""><strong>KIR0078</strong></a>)&nbsp;and one of the two&nbsp;<em>phalcās</em><em>,</em>&nbsp;and established a&nbsp;<em>guṭhī</em>.<em>&nbsp;</em>Unfortunately, the part of the inscription where the date and the name of the constructor were recorded, is badly damaged. Its preserved part mentions&nbsp;that <em>Kvāṭha Nāyaka</em>&nbsp;Caṇḍī Rāja Bhāro as one of the&nbsp;<em>guṭhī</em>&nbsp;members (cf. <strong>Ś. Śreṣṭha</strong>&nbsp;VS 2057 182-183).</p>
","Initial Construction of Htigāḥcā, Śiva Mandira, and Phalcā, and Establishment of a Guṭhī",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
355a1a44-0481-4c1d-9307-10f19c28701f,f1ba90b5-ffc2-4afa-9f3b-4d391bb5b522,e78429eb-76fd-429a-869b-d06884f69467,,,"<p>The nearby Śiva Mandira (KIR0078) was rebuilt after it suffered serious damages during the 2015 CE earthquakes. During this rebuilding project, Hitigāḥcā was also renovated by the Department of Archaeology&nbsp;(DoA).</p>
",Renovation of Hitigāḥcā,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
192bd355-5988-43a5-ba47-8c352ad5b21f,daf0b795-cce7-45c1-848b-8d87023c53a4,e7ad4210-ca99-11e9-b993-0242ac140002,,,"<p>The roof was renovated and some of the original struts and joists were replaced with new ones. The main donor was a&nbsp;person from the Khaḍgī caste, Thati ṭola.&nbsp;</p>
",Repair of the roof,"Donation,Initial construction/creation",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b6c963fa-ef7f-4b2f-8492-84f064e6496b,4c4e9351-c6ca-4061-acc7-9ae7244d0962,e7ad4210-ca99-11e9-b993-0242ac140002,,,"<p>Narahari Bhāro and his wife Vasumuni, residents of Dhopogatra (present Dhaugala ṭola) facilitated the construction of this Phalcā<em>.</em></p>
",Construction of the Phalcā,"Donation,Initial construction/creation",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
fe33f2cc-2956-48cd-bb49-34ba56c8ce29,af7b6877-5a65-4647-929b-b295c934e799,e7ad4210-ca99-11e9-b993-0242ac140002,,,"<p>A ritual expert from Hiraṇyavarṇa Mahāvihāra recites <em>Guṇakāraṇdavyūha</em> at the chariot procession of Matsyendranātha. This was related to the renovation of the building that took place one year later.</p>

<p>&nbsp;</p>
",Recitation of Guṇakāraṇḍavyūha text and renovation of the Phalcā,"Restoration/repair,Ritual participation",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
63545eec-6518-42a7-a644-97a31a7f6cd0,ce11d719-2e25-4a4c-b2d0-22c37990ff24,e7ad4210-ca99-11e9-b993-0242ac140002,,,"<p>Lalitpur Metropolitan City and Lumanti (a NGO) provided some&nbsp;necessary equipment to locals that may be useful in a natural disaster. Some of this is&nbsp;still stored haphazardly in the Phalcā. An iron fence was also fixed around&nbsp;the Phalcā.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>
",Storing earthquake-related materials ,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
80e225f7-99b0-4e76-8645-8687d58a955f,6835a5dd-051e-4ac0-8657-de2f08c101e8,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Following the 2015 CE earthquakes, the Department of Archaeology reconstructed the <em>bahī</em> at a cost of four&nbsp;crore thirteen lakhs rupees. During the reconstruction, the <em>phucās</em> (tower) in the northwest corner of the <em>bahī</em> and Vijayeśvarī shrine were not rebuilt. The Department of Archaeology has not yet formally handed over the&nbsp;<em>bahī</em> to the community even though the restoration process is completed (April 2021).</p>
",Recent Reconstruction of the Bahī After the 2015 CE Earthquakes,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c71383c3-1985-4bea-b45d-1486bb3690b9,2ffe8a98-8c77-4e0c-beb7-518720c58058,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Tandukari Bakhāmāyā (Taṇḍukār Bekhāmāyā) and his son Haridevi (Harideva?) constructed this <em>caitya</em> (KAT3200-049).</p>
",Construction of a Dharmadhātujinālaya Caitya (KAT3200-049),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
75831b2e-58b2-4179-bc2b-0e5f547b877d,180415c0-3512-4618-bb2a-65f4ecb7b02c,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Majarjan Kulanārā̃, his wife Thakumunī, and son Harṣanārā̃ constructed this&nbsp;Pañcāvalīyukta Caitya (KAT3200-036).</p>
",Construction of a Pañcāvalīyukta Caitya (KAT3200-036),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ac28ce22-02e2-4697-8fa6-dc98f5aafd59,482b6bec-b34e-4968-89ae-eb5e7712d7fb,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Bābudhã, Dhanamāsĩ, and others jointly constructed this Jalaharyoparijinālaṅkṛta Caitya (KAT3200-039).</p>
",Construction of a Jalaharyoparijinālaṅkṛta Caitya (KAT3200-039),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
48f2f3f2-508a-41dc-bd16-40c3fca0c8ac,bcd04bbc-68c3-4af2-a2d8-a806fd9f36b4,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>The inscription mentions that Lakṣminārā, Saṅṣanārā, and others jointly consecrated a <em>caitya</em>, but it is not clear which <em>caitya</em> they had consecrated.</p>
",Consecration of a Caitya,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
37061ef0-7bfe-4c55-9eb6-044e6b49260b,5e207147-802f-454b-8648-44f512af42f9,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Someone named Śākṣamuni (Śākyamuni)&nbsp;installed this statue.</p>
",Installation of Statue of Akṣobhya (KAT3200-029),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a318dc01-98ab-4987-88c5-e9a85e88d45d,62d99ae8-7483-4ccd-83a7-4705eaeac7a5,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Maṇikamāna, his wife, and other family members covered the main entrance with brass plate.</p>
",Covering Main Entrance with Brass Plate,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
167a5067-627a-4a01-a873-7757503a7006,9bee1629-0999-497a-977d-efea74bc3ac5,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Harṣa Bahādura and his wife Mānakumārī constructed it (KAT3200-048).</p>
",Construction of a Dharmadhātujinālaya Caitya (KAT3200-048),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
69207f16-d717-4ce3-99ea-04ce35cf2005,a8d28242-2d87-454b-84d5-1485ea0b97b8,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Tulādhara Bāburatna, a resident of Kamalachhi, Kathmandu, and his four sons Maṅgaladāsa, Saṅghadāsa, Dharmadāsa, and Buddhadāsa paved the floor of the <em>bahī</em> with stones.</p>
",Paving Stones,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a538735b-dd2e-479b-8495-62a8bb395eca,e816626e-06dc-4894-a570-dad8392f5a82,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Dhija and Siṃha jointly constructed this <em>caitya </em>(KAT3200-044) in the memory of their parents, Tolādhara Pāṇḍava and Sujamatī.</p>
",Construction of a Jalaharyoparijinālaṅkṛta Caitya (KAT3200-044),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c08b1a78-a6f4-40a8-be32-26927bfb09d5,0cd8b733-c200-4e59-8363-6a5b91eeee26,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Tolādhara Darvyanarasĩ and other family members jointly constructed it (KAT3200-047).</p>
",Construction of a Ramyakūṭāgāra Caitya (KAT3200-047),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
eac24eb0-6a40-4468-b7a7-6375e367af62,780c3791-6466-4aae-9ff7-3225c61a8afe,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Rakṣmisiṃha (Lakṣmīsiṃha)&nbsp;Bhāro, his wife Jayalakṣmīmayi, and other family members renovated the east, south and west of the <em>bahī</em>. This event took place during the reign of King Raṇabahādura Śāha.</p>
",Renovation of the Bahī During the Reign of King Raṇabahādura Śāha,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
70474466-60d3-468d-b92f-6ad6597fb15d,d8a16a52-2c20-490f-ad57-08040afb24c6,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Rājadaivajña Cinmayānanda Bhāro and his wife Jayalakṣmī from the Vidyāpīṭha Nani in Kilāgal renovated the Vijayeśvarī shrine and endowed a plot of land during the reign of King Raṇa Bahādura Śāha. The inscription also records that, after the death of the donors i.e. Rājadaivajña Cinmayānanda Bhāro and his wife Jayalakṣmī, Daivajña Hemantasiṃha Bhāro (most probably a close family member&nbsp;of the donors) should take care of the endowed land and collect its income to be spent for the annual worship of the shrine.</p>
","Renovation of the Vijayeśvarī Shrine, Land Endowment, and Regulations to Be Followed After the Death of the Donors ",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
9343c29a-dcb6-4180-919e-d82de74af33c,fafa2008-25cd-48f9-b3a6-0fc0e4c92bcc,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Tulādhara Budhasiṃha&nbsp;constructed it (KAT3200-038).</p>
",Construction of a Jalaharyoparijinālaṅkṛta Caitya (KAT3200-038),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b67d2fbe-d7cd-4cad-9807-9b10a3a35fea,71b26397-cbfb-4c3c-984b-c89e1a82c01b,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>The statue of Vijayeśvarī was repaired and repainted in the leadership of Vajrācārya Kuśaladeva during the occasion of termination of three years Caturdaśī Sevā Guṭhī.</p>
",Repair and Painting the Statue of Vijayeśvarī,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f2778bcb-a815-418e-9e31-89652133c5bd,ffb64606-3d46-43ee-ac39-a497ab2cab93,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Someone named Rāmakṛṣṇa installed this statue.</p>
",Installation of Statue of Umāmaheśvara (KAT3200-020),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c90378fd-6ee9-4fb5-88c5-cdc4d44f8652,82e11088-33c0-4822-905f-8e0e0a43df63,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Lāni Thakũ, Bekhālakṣmi, and his other family members constructed it (KAT3200-042).&nbsp;</p>
",Construction of a Pañcāvalīyukta Caitya (KAT3200-042),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
2c32502e-48ad-452a-b09b-91e5fc495207,c23f6ebe-e01b-4d2a-84eb-5f39aac6105a,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Narasimha and his wife Lakṣmi constructed this <em>caitya</em> (KAT3200-041).</p>
",Construction of a Jalaharyoparijinālaṅkṛta Caitya (KAT3200-041),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
edf69459-8382-4503-9e28-6c026266a15a,40cc2d1f-b295-464d-8008-d5f84e1d71b2,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Ratnamāna Mānandhar and his wife Bhīṣvā Thaku constructed it (KAT3200-040).</p>
",Construction of a Dharmadhātujinālaya Caitya (KAT3200-040),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
90afc146-f06e-49a8-a1e7-6160d7dd5614,3b2d1d10-3b37-4041-923c-45ca8c7fcd60,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Mahajana Viṣṇusĩ and his wife Śubhalakṣmi constructed this&nbsp;Pañcāvalīyukta Caitya (KAT3200-045).</p>
",Construction of a Pañcāvalīyukta Caitya (KAT3200-045),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ed0d7865-8058-4da0-89c3-b0fbb148f1bf,fa479976-6490-404e-a65a-0b53684e58fa,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>During the reign of King Surendra Śāha, Bhājuontasĩ, his wife Lakṣmīśvarī, and other family members constructed this Ramyakūṭāgāra Caitya (KAT3200-046) in the memory of their parents.</p>
",Construction of a Ramyakūṭāgāra Caitya (KAT3200-046),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3872d347-5ac1-4a66-87d9-5806dbba4500,5ab1d7e7-952c-4de1-97a3-2602c3e02541,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Harṣa, Mīmhadhana, Lakṣmisudhana, and other family members constructed this&nbsp;Kuṭāgāra Caitya (KAT3200-043) in the name of their parents.</p>
",Construction of a Kūṭāgāra Caitya (KAT3200-043),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f9dcac51-c1c4-4767-a7e2-501f0107ae77,4526752d-9fc3-4aa8-aef6-576ce982c4cd,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>Venerable Bhikṣu Jinideva and his family, the residents of Italaṅṣu Mahāvihāra of Yathakā, Kathmandu, donated a garland of Kavīndrmallī, one silver chain, two <em>hṛdayaphola</em>s, one golden <em>phayaruju</em>, one gold vermilion box, and three <em>ketakī</em> flowers to Vijayeśvarī. They also donated a golden window to her. This event took place during the reign of King Pārthivendra Malla.</p>
",Donation of a Golden Window and Jewelries to Vijayeśvarī,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
df28d797-d04c-4370-8773-49f898040b93,41d36150-e201-4807-932c-4c2b03cc5390,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>A person named&nbsp;Viśvanātha and his&nbsp;friends jointly renovated the Vijayeśvarī Shrine during the reign of King Nṛpendra Malla. They also installed a pair of stone lions and Siṅghinī-Vyāghriṇī statues, flanking the entrance.</p>
",Renovation of the Vijayeśvarī Shrine,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
6dde39d2-f0d4-4f38-b0a4-da3b6489bcbb,1d8e05b5-09de-4ebe-87b5-6623e592fbc7,e82b6796-485c-4df1-8a87-31fb7b52abb4,,,"<p>During the reign of King Bhūpālendra Malla, Bhavānisaṅṣara (Bhavāniśaṅkara) Bhāro of the Jhvāra Bāhāra Nani renovated the river fa&ccedil;ade on the eastern side of the <em>bahī</em> and installed five <em>sãjhyāḥs, </em>facing east.</p>
",Renovation of the Bahī and Installation of Five Sãjhyāḥs,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
51b9359e-a8f2-45f0-bb66-fbaed03977b3,bc824971-6ce1-4c1c-b3dd-e9b9e7165560,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>A golden window was donated to Trailokya Vijaya Āḥju and Hevajra. &nbsp;</p>
",Donation of a golden window to Trailokya Vijaya Āḥju and Hevajra,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3f4e5329-56a0-467b-a828-19e280880a4b,ffc2974a-3f12-44f3-a0b9-9ac9213c3c7b,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Candrajoti, Prammani, Dhamasāri and others donated a&nbsp;pair of brass door leaves. These were used for&nbsp;the entrance to the sanctum.&nbsp;</p>
",Donation of brass door leaf,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f8c03a6f-337e-452a-8cfa-281aa8bf9250,553f02cc-d3ae-4596-aac3-178bd696cb38,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>1. Munajoti donated a statue of Sāriputra. This was&nbsp;established at&nbsp;the east of the sanctum.&nbsp;</p>

<p>2. Munajoti donated a&nbsp;<em>toraṇa&nbsp;</em>and images of Kākāsya-Ulakāsya&nbsp;to Trailokya Vijaya Āḥju.</p>
",Donation of statue of Sāriputra and other images,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3ee51994-dd7a-4068-a537-141465b13fb3,55afb9e4-5786-4de0-82e0-08f64a3b27b5,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>The upper part of<em> dharmadhātu maṇḍala</em> was covered with brass plate in the memory of the deceased&nbsp;<em>thapāḥju</em>&nbsp;Dhana Śākya.</p>
",Covering of upper part of Dharmadhātu Maṇḍala with brass plate,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
517b4593-304e-4855-8b76-4adf9e8e4338,4036d150-16ac-4072-8a71-a06dac1b999f,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>The <em>saṅgha&nbsp;</em>members of the Guji Bāhāḥ donated a&nbsp;brass&nbsp;<em>maṇḍala&nbsp;</em>which is placed in front of the sanctum.&nbsp;</p>
",Donation of a maṇḍaḷa in front of sanctum,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
6763f03d-d88f-45ed-b01c-2a889aebfae7,4a5ce25a-dc60-4912-91da-26eb371c842b,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Devajoti, his wife Hālāvati, son Amṛtjoti and grandson Śubhajoti performed a fire ritual worship and made an offering of two finials.&nbsp;Amṛtajoti also donated a lotus flower, which was placed at&nbsp;the center of the golden&nbsp;<em>ilā̃</em>.</p>
",Donation of finials and a lotus flower,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
87303dbc-7d93-4d6b-993c-47c817c52952,7b9acd05-a37d-4b1d-b327-d6b1370f34b1,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Dhãcā Thakũ and other family members donated 32 ghee lamps and an image. Land was also bestowed upon the temple to fund its&nbsp;management.&nbsp;&nbsp;&nbsp;</p>
",Donation of ghee lamps and a statue,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
89a18c41-eb6c-4bc7-b494-51517b929634,e4fb8a17-34c0-49f7-a300-098009abaed6,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Deva, Devajoti and Amṛtajoti donated funds to&nbsp;gild the statue of the <em>bāhāḥ&#39;s&nbsp;</em>main deity. The door of the sanctum and the&nbsp;<em>toraṇa</em>&nbsp;were also gilded. Images of the Five Buddhas, Vajrapāṇi and Ratnapāṇi were also installed at this time.</p>
",Donation of deities with golden toraṇa,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8c0eaa4e-70e4-437d-8e52-ca5584db2ba4,3d1b84cf-bf04-4037-ae56-d327c5e7f1c6,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Pa&ntilde;caratna Śākya (Sānukājī Śākya), his wife J&ntilde;ānīśobhā Śākya and his family&nbsp;donated the&nbsp;<em>lāḥphaḥcā&nbsp;</em>that is fixed at&nbsp;the threshold of the sanctum&#39;s entrance.</p>
",Donation of lāḥphaḥcā,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ed6e219b-753f-4aea-8752-cb8b18d62bfb,e530893c-9962-4c29-925a-72ec12d66f2c,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Āsāmadu and his younger brother Sigharāja donated the image&nbsp;of&nbsp;Maudagalyāyana that is placed at&nbsp;the western corner of the sanctum.&nbsp;</p>
",Donation of statue of Maudgalyāyana,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5a4a60f6-57b9-480d-aee4-18230266df55,d1f910db-2325-42b7-811f-44d118b7d336,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Joganarasiṃha, his son Mutinarasiṃha and the rest of his&nbsp;family built the <em>dharmadhātujinālaya caitya</em> in the&nbsp;<em>bāhāḥ&nbsp;</em>courtyard.</p>
",Consecration of Dharmadhātujinālaya Caitya,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
2e6900d1-52a6-466f-94c3-fc5ee38e564f,1817b61e-f18a-4578-8c7b-f626c8613577,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Pūrṇa Bahādur Śākya donated 32&nbsp;<em>dalūpās&nbsp;</em>for the lamps to be lit in&nbsp;memory of his father Punadeva Śākya and his mother Lakṣmīmāyā Śākya.</p>
",Donation of dalūpāḥ,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
50fbaa95-a0de-4777-9ead-402394328db7,60b911af-de06-43de-a6ba-0f142b8f765e,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>The <em>digi</em> was renovated. Rs. 14,29,629 was expended for the renovation. UDLE donated Rs. 4,50,000, Rs. 2,45,277 came from&nbsp;the <em>bāhāḥ&#39;s</em> treasury, Rs. 5,52,852 was collected in donations, and Rs. 1,81,500 came from the voluntary labour&nbsp;of local people. &nbsp;</p>
",Renovation of Digi shrine,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3bd2300d-8f06-4b18-a6e8-d689f96972e3,c6fc8527-eceb-4cda-b0f6-e36eb37fb600,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>The name Guji Bāhāḥ was mentioned in a manuscript entitled&nbsp;<em>Kriyāsaṃgrahapañjikā,&nbsp;</em>preserved in the Asiatic Society, Calcutta. This was&nbsp;written during the reign of King Abhaya Malla. In this manuscript, Guji Bāhāḥ is referred to&nbsp;as Vaiśya Śrī Divākara Varmma Mahāvihāra.</p>
",The earliest mention of Guji Bāhāḥ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
569d3fc8-3ded-4a3b-a276-bab9c083896b,9a6b223a-ecd8-4574-a799-e3bb3700b2b0,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>A pair of stone lions were donated and placed on either side of the&nbsp;entrance to sanctum. This occured whilst&nbsp;Bhimapāla was the <em>Thapāḥju</em> of the&nbsp;<em>vihāra</em>. The donation was made&nbsp;by&nbsp;Amṛtasiṃhadeva, Bitusiṃhadeva, Adikara and others.&nbsp;</p>
",Donation of a pair of lion,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
57626651-858f-4bef-b263-4c7fb241bb01,817d805d-ecb6-4e37-819c-964bd00f79b7,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>A golden robe was donated to the <em>kvāḥpāḥdyaḥ</em> by Devajoti, his son Amṛtajoti and his grandson Śubhajoti.</p>

<p>A golden <em>ilā̃</em>&nbsp;was donated to Trailokya Vijaya Āḥju by Devajoti, his son Amṛtjoti and his grandson Śubhajoti.</p>

<p>A new storey was added to the esoteric shrine by Thapāḥju Guṇarāja and&nbsp;other&nbsp;<em>āḥjus</em>&nbsp;of the&nbsp;<em>bāhāḥ.</em></p>
",Donations,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0577742f-0518-4f89-a16a-a952b70b50c9,c7b01823-8f8b-4167-b80e-e061df9bbcbc,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Śākyavamśa Manisiṃha, Deva and others donated a wooden&nbsp;<em>toraṇa </em>to&nbsp;Trailokyā Vijaya Āḥju and a&nbsp;<em>hegā&nbsp;</em>to&nbsp;<em>kvāḥpāḥdyaḥ</em>&nbsp;during the reign of King Śrīnivāsa Malla.&nbsp;</p>
",Donation of door and wooden toraṇa to Trailokyā Vijaya Āḥju / Donation of hegā to kvāḥpāḥdyaḥ,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
9f8c0344-8d39-4245-8b18-7516d9011a02,b080cd17-846e-459c-ade7-0ba21116fa9a,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Āsāmadu, his son Budharatna, and his daughter Āsāmāyā donated a&nbsp;pair of metal flags.&nbsp;</p>
",Donation of a pair of flag,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
93df4299-e716-4c42-9346-561cb3b6ba60,34301678-393d-4294-829e-8fb4196c800f,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>Āsāmadu and his wife Hyerāmāyā donated an artistic archway with a floral design and a&nbsp;<em>pūrṇakalaśa. </em>These&nbsp;are&nbsp;installed in front of the entrance&nbsp;to the sanctum.&nbsp;</p>
",Donation of archway in front of the sanctum,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ceaf821c-9284-44ea-ab37-c193000b6283,8e3c1a33-61a1-4ccf-b9d3-1a4ae00efcc4,e862d312-eb57-11e9-8bc4-0242ac130002,,,"<p>The monastic building was renovated. Total Rs. 11, 90,939.66 was expended for the renovation. Lalitpur Metropolitan City donated Rs. 4,00000,&nbsp;Rs. 6,46,939.66 was gathered in donations, and Rs. 1,35,000 came from the voluntary labour of local people. &nbsp;</p>
",Renovation of monastic building,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
